species_id,common_name,genus,genus_id,genus_common_name,species,kingdom,itis_taxonomic_sn,functional_type,class_id,class_common_name,class_name,order_id,order_common_name,order_name,family_id,family_name,family_common_name,species_type
261,bicolored sallow moth,Sunira,1028,Sallow Moths (Sunira),bicolorago,Animalia,188918,Insect,8,Insects,Insecta,43,Butterflies and Moths,Lepidoptera,180,Noctuidae,Owlet Moths,"[{'Species_Type_ID': 17, 'Species_Type': 'Insect - Butterfly/Moth', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': None}, {'Species_Type_ID': 25, 'Species_Type': 'Insect - All', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss9six-spotted_tiger_beetle_insect_final.png'}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}]"
129,big bluestem,Andropogon,411,Bluestems (Andropogon),gerardii,Plantae,40462,Graminoid,15,Flowering Plants,Magnoliopsida,93,"Grass, Sedge, Rush and Cattail Families",Poales,317,Poaceae,Grass Family,"[{'Species_Type_ID': 5, 'Species_Type': 'Allergen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 12, 'Species_Type': 'Grass/Sedge/Rush', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss3buffalograss_grasses_final.png'}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}, {'Species_Type_ID': 29, 'Species_Type': 'Calibration', 'Comment': None, 'User_Display': 0, 'Kingdom': 'Plantae', 'Image_Path': None}]"
1906,big carpetgrass,Axonopus,1179,Carpetgrasses (Axonopus),furcatus,Plantae,41466,Graminoid,15,Flowering Plants,Magnoliopsida,93,"Grass, Sedge, Rush and Cattail Families",Poales,317,Poaceae,Grass Family,"[{'Species_Type_ID': 12, 'Species_Type': 'Grass/Sedge/Rush', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss3buffalograss_grasses_final.png'}]"
2208,Big Dipper firefly,Photinus,1325,Fireflies (Photinus),pyralis,Animalia,722476,Insect,8,Insects,Insecta,39,Beetles,Coleoptera,1276,Lampyridae,Fireflies,"[{'Species_Type_ID': 21, 'Species_Type': 'Insect - Beetle', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': None}, {'Species_Type_ID': 25, 'Species_Type': 'Insect - All', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss9six-spotted_tiger_beetle_insect_final.png'}]"
893,big galleta,Hilaria,706,Curly-mesquites (Hilaria),rigida,Plantae,41770,Graminoid,15,Flowering Plants,Magnoliopsida,93,"Grass, Sedge, Rush and Cattail Families",Poales,317,Poaceae,Grass Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 12, 'Species_Type': 'Grass/Sedge/Rush', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss3buffalograss_grasses_final.png'}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}]"
105,big sagebrush,Artemisia,437,Sagebrushes (Artemisia),tridentata,Plantae,35498,Drought deciduous broadleaf,15,Flowering Plants,Magnoliopsida,69,"Aster, Bellflower and Buckbean Families",Asterales,242,Asteraceae,Aster Family,"[{'Species_Type_ID': 5, 'Species_Type': 'Allergen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 9, 'Species_Type': 'Evergreen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss8red_spruce_conifer_final.png'}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}]"
2099,big yellow velvetleaf,Wissadula,1271,Velvetleafs (Wissadula),amplissima,Plantae,21767,Forb,15,Flowering Plants,Magnoliopsida,88,Mallow and Mezereum Families,Malvales,294,Malvaceae,Mallow Family,"[{'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}]"
817,Bigelow's sedge,Carex,496,Sedges (Carex),bigelowii,Plantae,39378,Graminoid,15,Flowering Plants,Magnoliopsida,93,"Grass, Sedge, Rush and Cattail Families",Poales,264,Cyperaceae,Sedge Family,"[{'Species_Type_ID': 12, 'Species_Type': 'Grass/Sedge/Rush', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss3buffalograss_grasses_final.png'}]"
802,bigflower pawpaw,Asimina,442,Pawpaws (Asimina),obovata,Plantae,18112,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,86,Custard-apple and Magnolia Families,Magnoliales,233,Annonaceae,Custard-apple Family,"[{'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}]"
1037,bigflower tellima,Tellima,1046,Tellimas (Tellima),grandiflora,Plantae,24527,Forb,15,Flowering Plants,Magnoliopsida,98,"Currant, Witch-hazel and Saxifrage Families",Saxifragales,332,Saxifragaceae,Saxifrage Family,"[{'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}]"
268,bighorn sheep,Ovis,848,Sheep (Ovis),canadensis,Animalia,180711,Mammal,9,Mammals,Mammalia,47,Ungulates,Artiodactyla,190,Bovidae,"Goats, Sheep and Antelopes","[{'Species_Type_ID': 18, 'Species_Type': 'Mammal', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss7racoon_mammal_final.png'}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}]"
171,bigleaf lupine,Lupinus,769,Lupines (Lupinus),polyphyllus,Plantae,25921,Forb,15,Flowering Plants,Magnoliopsida,78,Pea and Milkwort Families,Fabales,270,Fabaceae,Pea Family,"[{'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}, {'Species_Type_ID': 34, 'Species_Type': 'Nectar Connectors Campaign', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
1,bigleaf maple,Acer,372,Maples (Acer),macrophyllum,Plantae,28748,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,97,"Sumac, Rue and Soapberry Families",Sapindales,329,Sapindaceae,Soapberry Family,"[{'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}, {'Species_Type_ID': 5, 'Species_Type': 'Allergen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 31, 'Species_Type': 'Green Wave Campaign', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 40, 'Species_Type': 'Pollen Trackers Campaign', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
389,bigmouth buffalo,Ictiobus,718,Buffalo Fishes (Ictiobus),cyprinellus,Animalia,163956,Fish,11,Advanced Ray-finned Fishes,Teleostei,58,Carp-like Fishes,Cypriniformes,221,Catostomidae,Suckers,"[{'Species_Type_ID': 16, 'Species_Type': 'Fish', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss10sockeye_salmon_fish_final.png'}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}]"
918,bigseed biscuitroot,Lomatium,767,Biscuitroots (Lomatium),macrocarpum,Plantae,29719,Forb,15,Flowering Plants,Magnoliopsida,65,Carrot and Ginseng Families,Apiales,234,Apiaceae,Carrot Family,"[{'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}]"
1188,bigtooth aspen,Populus,922,Cottonwoods (Populus),grandidentata,Plantae,22463,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,87,"Spurge, Willow and Violet Families",Malpighiales,328,Salicaceae,Willow Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}, {'Species_Type_ID': 5, 'Species_Type': 'Allergen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 31, 'Species_Type': 'Green Wave Campaign', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 40, 'Species_Type': 'Pollen Trackers Campaign', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
778,bigtooth maple,Acer,372,Maples (Acer),grandidentatum,Plantae,28760,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,97,"Sumac, Rue and Soapberry Families",Sapindales,329,Sapindaceae,Soapberry Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}, {'Species_Type_ID': 5, 'Species_Type': 'Allergen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}, {'Species_Type_ID': 31, 'Species_Type': 'Green Wave Campaign', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 40, 'Species_Type': 'Pollen Trackers Campaign', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
967,Bishop pine,Pinus,897,Pines (Pinus),muricata,Plantae,183359,Pine,16,Conifers,Pinopsida,102,Conifers,Pinales,349,Pinaceae,Pine Family,"[{'Species_Type_ID': 9, 'Species_Type': 'Evergreen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss8red_spruce_conifer_final.png'}, {'Species_Type_ID': 11, 'Species_Type': 'Coniferous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}, {'Species_Type_ID': 40, 'Species_Type': 'Pollen Trackers Campaign', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
2210,bishop's goutweed,Aegopodium,1332,Goutweeds (Aegopodium),podagraria,Plantae,29567,Forb,15,Flowering Plants,Magnoliopsida,65,Carrot and Ginseng Families,Apiales,234,Apiaceae,Carrot Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}, {'Species_Type_ID': 4, 'Species_Type': 'Invasive Plants', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
87,bitter cherry,Prunus,933,Cherries (Prunus),emarginata,Plantae,24776,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,96,"Oleaster, Buckthorn, Rose and Elm Families",Rosales,325,Rosaceae,Rose Family,"[{'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}]"
169,bitter root,Lewisia,749,Lewisias (Lewisia),rediviva,Plantae,20490,Forb,15,Flowering Plants,Magnoliopsida,72,"Cactus, Miner's-lettuce and Buckwheat Families",Caryophyllales,298,Montiaceae,Miner's-lettuce Family,"[{'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}]"
1176,bitternut hickory,Carya,499,Hickories (Carya),cordiformis,Plantae,19227,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,79,"Birch, Beech, Walnut and Bayberry Families",Fagales,284,Juglandaceae,Walnut Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}, {'Species_Type_ID': 5, 'Species_Type': 'Allergen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 40, 'Species_Type': 'Pollen Trackers Campaign', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
873,black ash,Fraxinus,657,Ashes (Fraxinus),nigra,Plantae,32945,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,83,"Mint, Olive and Plantain Families",Lamiales,305,Oleaceae,Olive Family,"[{'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}, {'Species_Type_ID': 5, 'Species_Type': 'Allergen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 40, 'Species_Type': 'Pollen Trackers Campaign', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
1321,black baneberry,Actaea,377,Baneberries (Actaea),racemosa,Plantae,821148,Forb,15,Flowering Plants,Magnoliopsida,95,"Barberry, Poppy and Buttercup Families",Ranunculales,322,Ranunculaceae,Buttercup Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}]"
28,black cherry,Prunus,933,Cherries (Prunus),serotina,Plantae,24764,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,96,"Oleaster, Buckthorn, Rose and Elm Families",Rosales,325,Rosaceae,Rose Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}]"
1849,black chokeberry,Aronia,436,Chokeberries (Aronia),melanocarpa,Plantae,25127,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,96,"Oleaster, Buckthorn, Rose and Elm Families",Rosales,325,Rosaceae,Rose Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}]"
1481,black cottonwood,Populus,922,Cottonwoods (Populus),trichocarpa,Plantae,195735,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,87,"Spurge, Willow and Violet Families",Malpighiales,328,Salicaceae,Willow Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}, {'Species_Type_ID': 5, 'Species_Type': 'Allergen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 31, 'Species_Type': 'Green Wave Campaign', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 40, 'Species_Type': 'Pollen Trackers Campaign', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
857,black crowberry,Empetrum,611,Crowberries (Empetrum),nigrum,Plantae,23743,Evergreen broadleaf,15,Flowering Plants,Magnoliopsida,77,"Heath, Phlox and Pitcher-plant Families",Ericales,268,Ericaceae,Heath Family,"[{'Species_Type_ID': 9, 'Species_Type': 'Evergreen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss8red_spruce_conifer_final.png'}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}]"
90,black elderberry,Sambucus,973,Elderberries (Sambucus),nigra,Plantae,35324,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,76,Moschatel and Honeysuckle Families,Dipsacales,228,Adoxaceae,Moschatel Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}]"
1440,black grama,Bouteloua,462,Grama Grasses (Bouteloua),eriopoda,Plantae,41501,Graminoid,15,Flowering Plants,Magnoliopsida,93,"Grass, Sedge, Rush and Cattail Families",Poales,317,Poaceae,Grass Family,"[{'Species_Type_ID': 5, 'Species_Type': 'Allergen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 12, 'Species_Type': 'Grass/Sedge/Rush', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss3buffalograss_grasses_final.png'}, {'Species_Type_ID': 33, 'Species_Type': 'Southwest Season Trackers Campaign', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
365,black guillemot,Cepphus,511,Guillemots (Cepphus),grylle,Animalia,176985,Bird,5,Birds,Aves,23,"Shorebirds, Gulls and Auks",Charadriiformes,118,Alcidae,"Auks, Murres and Puffins","[{'Species_Type_ID': 15, 'Species_Type': 'Bird', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss2black_chinned_hummingbird_bird_final.png'}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}]"
839,black hawthorn,Crataegus,564,Hawthorns (Crataegus),douglasii,Plantae,24557,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,96,"Oleaster, Buckthorn, Rose and Elm Families",Rosales,325,Rosaceae,Rose Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}]"
1458,black huckleberry,Gaylussacia,668,Huckleberries (Gaylussacia),baccata,Plantae,23660,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,77,"Heath, Phlox and Pitcher-plant Families",Ericales,268,Ericaceae,Heath Family,"[{'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}]"
33,black locust,Robinia,963,Locusts (Robinia),pseudoacacia,Plantae,504804,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,78,Pea and Milkwort Families,Fabales,270,Fabaceae,Pea Family,"[{'Species_Type_ID': 1, 'Species_Type': 'Ornamental', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}, {'Species_Type_ID': 4, 'Species_Type': 'Invasive Plants', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
106,black mangrove,Avicennia,446,Black Mangroves (Avicennia),germinans,Plantae,32137,Evergreen broadleaf,15,Flowering Plants,Magnoliopsida,83,"Mint, Olive and Plantain Families",Lamiales,227,Acanthaceae,Acanthus Family,"[{'Species_Type_ID': 9, 'Species_Type': 'Evergreen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss8red_spruce_conifer_final.png'}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}]"
1591,black maple,Acer,372,Maples (Acer),nigrum,Plantae,182135,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,97,"Sumac, Rue and Soapberry Families",Sapindales,329,Sapindaceae,Soapberry Family,"[{'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}, {'Species_Type_ID': 5, 'Species_Type': 'Allergen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 31, 'Species_Type': 'Green Wave Campaign', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 40, 'Species_Type': 'Pollen Trackers Campaign', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
809,black mustard,Brassica,465,Mustards (Brassica),nigra,Plantae,23061,Forb,15,Flowering Plants,Magnoliopsida,71,Mustard and Meadow-foam Families,Brassicales,248,Brassicaceae,Mustard Family,"[{'Species_Type_ID': 3, 'Species_Type': 'Forb', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss11western_columbine_forbs_final.png'}, {'Species_Type_ID': 4, 'Species_Type': 'Invasive Plants', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 5, 'Species_Type': 'Allergen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
1159,black oak,Quercus,946,Oaks (Quercus),velutina,Plantae,19447,Deciduous broadleaf,15,Flowering Plants,Magnoliopsida,79,"Birch, Beech, Walnut and Bayberry Families",Fagales,271,Fagaceae,Beech Family,"[{'Species_Type_ID': 2, 'Species_Type': 'Deciduous', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss12white_oak_deciduous_final.png'}, {'Species_Type_ID': 5, 'Species_Type': 'Allergen', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 31, 'Species_Type': 'Green Wave Campaign', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}, {'Species_Type_ID': 40, 'Species_Type': 'Pollen Trackers Campaign', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Plantae', 'Image_Path': None}]"
376,black phoebe,Sayornis,977,Phoebes (Sayornis),nigricans,Animalia,178330,Bird,5,Birds,Aves,31,Perching Birds,Passeriformes,154,Tyrannidae,Tyrant Flycatchers,"[{'Species_Type_ID': 15, 'Species_Type': 'Bird', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss2black_chinned_hummingbird_bird_final.png'}, {'Species_Type_ID': 26, 'Species_Type': 'Focal', 'Comment': None, 'User_Display': 1, 'Kingdom': None, 'Image_Path': None}]"
1240,black pineleaf scale,Nuculaspis,829,Armored Scale Insects (Nuculaspis),californica,Animalia,,Insect,8,Insects,Insecta,41,"True Bugs, Cicadas and Aphids",Hemiptera,359,Diaspididae,Armored Scale Insects,"[{'Species_Type_ID': 25, 'Species_Type': 'Insect - All', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': 'http://www.usanpn.org/files/shared/images/ss9six-spotted_tiger_beetle_insect_final.png'}, {'Species_Type_ID': 30, 'Species_Type': 'Insect - Plant Pest', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': None}, {'Species_Type_ID': 36, 'Species_Type': 'Insect - True Bug/Cicada/Aphid/Scale', 'Comment': None, 'User_Display': 1, 'Kingdom': 'Animalia', 'Image_Path': None}]"
